	sentence	type	point
22066	Áo rật đẹp, còn có quà tặng kèm nữa, yêu quá.	POS	5
22067	"Ô có hơi ""mỏng manh"" một chút."	POS	4
22068	Rất đáng tiền váy mặc lên chuẩn như hình rất ok.	POS	5
22069	Shop giao có 1 kẹp tóc mất hạt.	NEU	3
22070	Mình rất thương shop này luôn.. lần đầu mua đồ tại shop nhưng mình ko thể chê môt chỗ nào từ đường chỉ...cúc, dây kéo,chất liệu vải...noi chung mọi thứ đều rất tốt.	POS	5
22071	Xài như bị điện giật vậy ahuhu.	NEU	3
22072	Hàng giống hình.	NEU	3
22073	Bản thân tôi đã gặp !	NEG	1
22074	Mua của shop 7 bộ đều ưng ạ ❤️.	POS	5
22075	Minh cao 1m6 nang 57kg mà thở không nổi.	NEG	2
22076	Hàng kém chất lượng, ko chấp nhận đuọc.	NEG	1
22077	Shop giao hàng bao nhanh.	POS	5
22078	Áo siêu đẹp ❤ chủ shop siêu dễ thương ❤❤❤.	POS	5
22079	Ko đúng trọng lượng.	NEG	2
22080	Sp chất lg ok so với giá đó và giao hàng nhanh.	POS	4
22081	Recommend mọi người mua ở đây nhé😉.	POS	5
22082	Nghe tiếng bước chân PUGB tốt, mỗi tội mic thu hơi kém.	NEU	3
22083	Sảng phẩm này rất OK.	POS	5
22084	Shop phục vụ nhiệt tình dễ thương.Chúc shop luôn có nhiều khácb hàng .Thời gian giao hàng nhanh.	POS	4
22085	Chủ shop nói chuyện rất lịch sự, dễ thương!	POS	5
22086	Cảm ơn shop.	POS	5
22087	Áo ở ngoài đẹp hơn trong hình .	POS	5
22088	Túi nhỏ hơn so với trên hình Chất lượng sản phẩm tạm được.	NEU	3
22089	Cảm ơn shop.	POS	5
22090	Thời gian giao hàng khá ok.	POS	4
22091	Dài hơn mình nghĩ, 1m58 mặc đến trên đầu gối một chút.	POS	4
22092	Nhưng nói chung chất lượng hàng tốt đáng tiền.	POS	4
22093	Chất lượng tốt.	POS	5
22094	Mẫu bộ này đẹp lắm lắm lun ❤💚❤❤From đẹp, rộng rãi, chất vải kate như shop miêu tả, mặc lên thích lắm 😂😂😂 shop tư vấn nhiệt tình, chú ý tới khách.	POS	5
22095	Thời gian giao hàng chậm.	NEG	2
22096	Đẹp lm ạ.	POS	5
22097	Quá đẹp cho một cuộc tình:3.	POS	5
22098	Thanks shop!	POS	5
22099	Ống đùi ko có giãn được, nên bạn nào đùi to quá thì sẽ không mặc vừa.	NEU	3
22100	Hơi bị rác da.	NEG	2
22101	Đây là món khoái khẩu của mình, nên sẽ ủng hộ shop dài dài.	POS	5
22102	Hàng chất lượng.	POS	5
22103	Tôi rất hài lòng về chất lượng sản phẩm, hàng được giao rất nhanh chỉ sau 1 ngày đặt.	POS	5
22104	Rách nách.	POS	5
22105	son màu siêu đẹp cũng siêu lì 😂😂 ưng ghê luôn á.	POS	5
22106	Tạm được Đóng gói sản phẩm rất đẹp và chắc chắn.	NEU	3
22107	Tạm thời nghe oki không biết lâu dài thì thế nào.	POS	5
22108	Vải đẹp dày dặn.	POS	4
22109	Sách hay.	POS	4
22110	Ok ngon lành ngoài trừ việc shop bạn ko rep ib để lấy thêm hàng.	NEU	3
22111	Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng tuy hơi lâu nhưng shop đã rất cố gắng!	POS	5
22112	Cơ mà chất lượng và giá cả tương xứng.	POS	4
22113	Túi đẹp, chưa dùng nên ko biết giữ nhiệt ntn.	POS	5
22114	Thời gian giao hàng rất nhanh.	POS	5
22115	Shop bán đồ đẹp lắm ak phục vụ nhiệt tình có điều vải hơi nhăn.	POS	4
22116	Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt và nhiệt tình Thời gian giao hàng rất nhanh mỗi tội áo hơi nhiều chỉ thừa nhưng cx ko sao Rất đáng tiền.	POS	5
22117	Chất lượng sản phẩm tuyệt vời vải dày đẹp hơn mong đợi.	POS	5
22118	Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Shop phục vụ rất tốt Shop phục vụ rất tốt.	POS	5
22119	Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng tạm ổn Thời gian giao hàng rất nhanh.	POS	5
22120	Nguyên seal nhưng chất lượng giấy không tốt lắm.	NEG	2
22121	Nó hơi rông hơn so voi sai.	NEU	3
22122	Ko giật mạnh như quảng cáo.	NEU	3
22123	Đẹp, chất lượng, rất thích luôn!	POS	5
22124	Co dãn tốt.	POS	5
22125	Rất mỏng.	NEG	2
22126	Lần t3 mua của shop.	POS	5
22127	Chất lượng hàng rất đẹp như mong muốn ạ.	POS	5
22128	Rất hay tặng thêm quà.	POS	4
22129	Áo lỗi thì chủ hứa đổi xong nt ko thèm xem, k thèm trả lời.	NEG	1
22130	Shop phục vụ rất tốt!	POS	5
22131	Shop giao hàng cực nhanh lun!	POS	5
22132	Mình rất hài lòng.	POS	5
22133	E chưa sd nên chưa biết nhưng khi sờ vào vải thì mát ạ....nói chung cũng ok.	POS	4
22134	Kích hoạtđược. shop tư vấn nhiet tình, hướng dẫn rõ ràng.	POS	4
22135	Sản phẩm rất đẹp .	POS	5
22136	Đóng gói sản phẩm rất đẹp và chắc chắn.	POS	5
22137	Chất lượng sản phẩm tuyệt vời.	POS	5
22138	Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Thời gian giao hàng rất nhanh, thanks shop, thanks shoppe.	POS	5
22139	Sản phẩm cũng được.	POS	4
22140	Sản phẩm chất lượng.	POS	5
22141	Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh Đáng đồng tiền.	POS	5
22142	Đóng gói sản phẩm rất đẹp và chắc chắn, áo đẹp như hình luôn giao hàng cực nhanh.	POS	5
22143	Shop phục vụ rất tốt Thời gian giao hàng rất nhanh.	POS	5
22144	Áo đẹp lắm.	POS	5
22145	Sọc áo màu xám k phải màu xanh nên trông cũ.	NEG	2
22146	Đẹp lắm :).	POS	5
22147	Giao hàng rất nhanh.	POS	5
22148	Giá cả hợp lí.	POS	5
22149	May là bịch của mình ko bị bể.	NEU	3
22150	Hàng đẹp chất lượng . giao hàng nhanh 5 sao cho shop 👍👍.	POS	5
22151	Chất lượng sản phẩm tuyệt vời.	POS	5
22152	Mẫu đẹp.	POS	5
22153	Vải xấu, form k đẹp.	NEG	1
22154	Thôi xài tạm Chất lượng sản phẩm rất kém.	NEG	1
22155	Nói chung là đáng tiền :))).	POS	5
22156	Shop phục vụ rất tốt nhưng đóng gói hộp bị mốp k vui lắm.	NEU	3
22157	Sản phẩm đẹp .	POS	4
22158	Sao quần bé thế như quần của trẻ con . có số to hơn đổi cho tôi mặc ko vừa.	NEG	1
22159	Sản phẩm đúng mô tả.	NEU	3
22160	Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời.	POS	5
22161	Shop chu đáo, vui tính.	POS	5
22162	Rất hài lòng.	POS	5
22163	Áo bự lắm luôn.	NEU	3
22164	Áo lên dáng xinh lắm ạ, biết thế đặt luôn hai màu cho đỡ mất công :D.	POS	5
22165	Shop đóng gói sp chắc chắn.	POS	4
22166	À quên chị chủ shop cực đáng yêu kể mà có nhiều sao chắc cho 10 sao luôn.	POS	5
22167	Chất vải phù hợp với giá tiền nhưng phần khoét ở phía tay rộng không ôm vào bắp tay bị xoè ra.	POS	4
22168	áo siêu siêu đẹp, đẹp ko tả đc.	POS	5
22169	Dùng mấy lọ timeless b5 rồi.	POS	4
22170	Áo đẹp mê luôn nè, Chất siêu siêu đẹp, phải nói là đẹp ko có j đẹp bằng luôn chứ moa moa😘.Giao hàng nhanh nx ms đặt tối hôn thứ 5 mà thứ 7 đã nhận đc rồi nè mặc dù là mk ở Hà Nội chứ 😘😍.	POS	5
22171	Phù hợp với giá tiền.	POS	4
22172	Thời gian giao hàng rất nhanh Rất đáng tiền Shop phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời.	POS	5
22173	Chất liệu và kiểu dáng đẹp nhưng đường chỉ may k chắc chắc lắm!	NEU	3
22174	5 sao vì tg giao hàng cực nhanh và son quá xinh quá chuẩnn 💋.	POS	5
22175	Thời gian giao hàng rất nhanh, dáng váy được, sản phẩm phù hợp với giá tiền, ưng ý.	POS	5
22176	chất vải cứng xấu. áo giống hình.	NEG	2
22177	Mn mua cứ yên tâm về chất áo nhé😊.	POS	5
22178	Đéo có hộp @@.	NEG	1
22179	Khá hài lòng về dịch vụ và sản phẩm của shop.	POS	4
22180	Tặng quà làm khách tưởng bị dư.	POS	4
22181	Shop tl ib của e ik.	NEU	3
22182	Áo đẹp nhưng vải hơi nóng... 😅😅.	POS	4
22183	Áo xinh không chê vào đâu được, vải mỏng, mát.	POS	5
22184	San pham cung dc nhung ma bi do .	NEG	2
22185	Đóng gói sản phẩm rất đẹp và chắc chắn nhưng giày bị hở o mũi bên Trái, nếu lở đi mưa 2 lần chắc là phải bỏ thôi.	NEU	3
22186	Áo máy form hơi nhỏ nên những bạn cao 1m65 trở lên mặc hơi ngắn nhe.	NEU	3
22187	Giao lộn màu:(((.	NEG	1
22188	Chất đẹp lắm shop !!	POS	5
22189	Rất đáng tiền.	POS	5
22190	Vải kh đẹp.	NEU	3
22191	Túi cực đẹp, kiểu dáng vừa sang trọng vừa cá tính, form cứng cáp không phải bàn lại còn được shop đóng gói rất chu đáo.	POS	5
22192	Rất đáng tiền, Chất lượng sản phẩm tuyệt vời, Shop phục vụ rất tốt.	POS	5
22193	Gói hàng bao dt luôn và chắc chắn.	POS	4
22194	Vải mỏng shop phục vụ tốt.	NEU	3
22195	Chất lượng sản phẩm tuyệt vời Rất đáng tiền Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh.	POS	5
22196	Hơi nhỏ so với sz đã ghi.	POS	4
22197	Ai co mua quan ao online.	NEU	3
22198	Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền. 76100 đồng mà vận chuyển thu thành 77000 😩.	POS	4
22199	chất lượng sản phẩm kém Đóng gói sản phẩm tạm được Chất lượng sản phẩm tạm được Giá cả chấp nhận được.	NEG	2
22200	Có vài chỗ sét, nhưng vẫn đánh giá cao vì shop nhiệt tình.	POS	4
22201	Mình chọn xanh coban, giao xanh da trời, nhưng không sao, cũng được.	NEU	3
22202	Tệ quá.	NEG	1
22203	Áo đẹp lắm ạ.	POS	4
22204	Quá thất vọng khi shop giao hàng lỗi.	NEG	1
22205	Mình rất thích nên đã đặt thêm, bạn chủ shop bán hàng có tâm lắm, chấm cho shop 10 sao. ^^ Các bạn có ghé qua thích mẫu nào thì cứ mua chắc chắn sẽ rất là hài lòng ý!!!	POS	5
22206	Tặng kèm gối đi xe cho bé dễ thương ❤️.	POS	5
22207	Chủ shop nch dễ thương 😍.	POS	5
22208	Gỗ quá non sâu chuỗi sơ sài.	NEG	1
22209	Chất vải không được đẹp lắm, nóng.	NEG	2
22210	CHỦ SHOP DỄ THƯƠNG CỰC💓💓.	POS	5
22211	Vải cứng.	POS	4
22212	Mẫu như hình,chỉ là chất vải hơi mỏng shop ạ,e phải may thêm 1 lớp nữa mới mặc đc ấy ah...	NEU	3
22213	Shop kêu nhung kẻ nhưng nhận được chất là lông giống thảm nhà.	NEG	2
22214	Mua 1 lần cả chục bộ để đem đi du học.	POS	5
22215	Đóng gói làm sản phẩm bị nếp gấp, mất dáng nhưng chắc mang ra di vào hôm là hết.	POS	4
22216	Ủng hộ.	POS	4
22217	Rất chim ưng.	POS	5
22218	Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh, chị chủ shop rất nhiệt tình,dễ thương.❤️.	POS	5
22219	Có điều shop giai lộn màu đặt màu xanh nhạt shop giao màu đen.	NEU	3
22220	Rất là đẹp luôn sẽ ủng hộ shop.	POS	5
22221	Sản phẩm đẹp, như hình form hơi rộng xíu.	POS	4
22222	Váy xinh siêu siêu xinh ❤️❤️ chủ shop dễ thương dã man con ngan 😂❤️ tất cả đều pơ phệch ❤️❤️👍👍.	POS	5
22223	Vải lót phía bên trong bị vểnh ra một xíu nơi cổ áo.	NEU	3
22224	Chất vải dày dặn.	POS	4
22225	Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Sản phẫm khá vừa ý vì hơi nhỏ so với dự kiến.	POS	4
22226	Sp tạm đc.	NEU	3
22227	Áo có vết bẩn ko giặt đc.	NEG	2
22228	Giày đẹp gói tốt vừa ý , giao nhanh mỗi tội là trên giày còn có lỗi ở đằng sau đế , hi vọng lần sau shop sẽ chú ý để làm hài lòng hơn.	NEU	3
22229	Quần đẹp , vải dày dặn, màu đen tuyền rất đẹp.	POS	5
22230	Mặc lên ai cũng khen quá đẹp.	POS	5
22231	Đóng gói sản phẩm rất đẹp và chắc chắn, Chất lượng sản phẩm tuyệt vời, được tặng kèm gương Bbia màu gold siêu ưng.	POS	5
22232	Áo nhỏ quá dù chất vải có co dãn, mình 48kg mặc chật, áo ngắn kiểu croptop, to hơn cái tab chút :(.	POS	4
22233	Đóng gói sản phẩm rất đẹp và chắc chắn Đáng đồng tiền.	NEG	1
22234	Chất hơi mỏng Đóng gói sản phẩm chắc chắn Shop phục vụ khá tốt Đáng đồng tiền.	POS	5
22235	Yến mạch mùi k thơm, ăn cũg k giốg nhữg sp trước m ăn.	NEG	2
22236	Đề nghị trả nhưng k được thông qua.	NEG	2
22237	Tuyệt vời ông mặt trời.	POS	5
22238	Chất lượng sản phẩm tuyệt vời, Shop phục vụ rất tốt.	POS	5
22239	Shop phục vụ rất tốt, chị chủ rất nhiệt tình ❤.	POS	5
22240	Thời gian giao hàng rất nhanh.	POS	5
22241	Cũng dk.	POS	4
22242	Mùng 1 chúc shop đắt khách.	POS	4
22243	Vải mềm.	POS	4
22244	Ko giống màu trong ảnh.	NEG	2
22245	Hoàn hàng thì phiền phức mà đắt vl.	NEG	1
22246	Tks.	NEG	1
22247	Cám ơn shop.	NEU	3
22248	Thời gian giao hàng rất nhanh.	POS	5
22249	Ban đầu lúc mua thấy rẻ quá nên người nhà nghi ngờ mực không ngon, giả.	POS	5
22250	Chất ổn với giá 64k.	POS	4
22251	Anh ship rất nhiệt tình ạ.	POS	4
22252	Shop đóng gói kỹ.	POS	5
22253	Váy hơi rộng.	NEU	3
22254	Tao áo ngắn và nhỏ.	NEU	3
22255	Chất vải mỏng, nhẹ, tuy hơi rộng áo, nhưng mặc mùa hè chắc mát.	POS	4
22256	Bán hàng kiểu đéo gì....mà êm vs hợp tuối tiền quá vậy Number 1.	POS	5
22257	Thích cả hai.	POS	5
22258	Mặt đồng hồ điện tử số hơi mò, quá tuyệt vời cho mức giá này.	POS	5
22259	Rất đáng tiền.Chất lượng sản phẩm tuyệt vời.	POS	5
22260	Quần vải mong.	NEG	2
22261	Áo không to như mình tưởng.	NEU	3
22262	Chất lượng sp tạm ổn.	POS	4
22263	Chất đẹp giao hàng nhanh .	POS	5
22264	Áo rất đẹp nhưng chìêu ngang hơi rộng.	POS	4
22265	Đóng gói sản phẩm rất đẹp và chắc chắn , đúng hàng, đúng thương hiệu.	POS	5
22266	Tiếc là mặc hơi chật . ban nào muốn rẻ đẹp thì cứ mua nha.	POS	4
22267	Áo dày dặn, mùi vải hơi khó chịu chút, ok.	NEU	3
22268	Yêu cầu shop đồi hàng mà ko thấy đổi.	NEG	1
22269	Ghi rõ là áo size 36 nhưng giao size 34 bé bằng lỗ mũi.	NEG	1
22270	Thời gian giao hàng cực nhanh chị chủ shop tư vấn rất nhiệt tình còn được tặng thêm quà nữa.	POS	5
22271	Shop giao thiếu 1 quần, chất vải ổn so với gía tiền.	NEU	3
22272	Hàng như hình.	POS	5
22273	Chất lượng sản phẩm tuyệt vời.	POS	5
22274	Chất vải Ok nhé các bạn.	POS	4
22275	Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh, vải đẹp nhưng màu vải hơi tối.	POS	4
22276	Các bạn nên dùng.	POS	5
22277	Rất đáng tiền.	POS	5
22278	Gọn gàng.	POS	5
22279	Mình 60kg cao 1m59 mặc xxl vẫn bị bó không được thoải mái.	NEG	2
22280	Gói kỹ quá bóc rách cả hộp :((.	POS	5
22281	Ko như mong đơi, mặc lòi hết cả áo dây phía sau.	NEG	2
22282	Sản phẩm tốt!	POS	4
22283	Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền.	POS	5
22284	Chất lượng sản phẩm tuyệt vời, chất quá đẹp so với giá luôn nha, shop phục vụ nhiệt tình yêu lắm luôn.	POS	5
22285	Vừa form..	POS	4
22286	Chủ shop dễ thương ^^.	POS	4
22287	Mua 2 lầm rồi Chất lượng sản phẩm tuyệt vời.	POS	5
22288	Đóng gói sản phẩm rất đẹp và chắc chắn.	POS	5
22289	Màu đỏ quá mỏng và ngắn, màu rêu thì ok.	POS	4
22290	Chứ loại dày dặn thì giá khác rồi.	NEU	3
22291	Đế hơi bẩn.	POS	4
22292	Nhưng cổ áo của áo bé hơi to.	NEG	2
22293	Mất niêm tin.	NEG	1
22294	Quần shop mình giặt mấy lần, vẫn không hết được mùi thuốc nhuộm.	NEU	3
22295	quần đẹp lắm luôn.Sẽ ủng hộ shop dài dài.	POS	5
22296	Hơi mặn, nhưng vẫn chấp nhận đc!!	NEG	2
22297	Chất lượng sản phẩm tuyệt vời, chủ shop nhiệt tình lắm luôn!	POS	5
22298	Mình thích mẫu áo này.	POS	4
22299	Nói chung.ok.	POS	4
22300	Gối êm, đẹp, Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Thời gian giao hàng rất nhanh.	POS	5
22301	Vải vừa đẹp vừa cưng dễ sợ lun đó shop ơi.	NEG	2
22302	Áo đẹp, đúng form áo.	POS	4
22303	Mặc ấm lắm shop ạ!	POS	4
22304	Ncl tiền nào của nấy, hợp giá tiền.	POS	5
22305	Loại bỉm này thấm hút không tốt, dễ bị tràn bỉm.	NEG	1
22306	Giao hàng nhanh.	POS	5
22307	Mua son của shop rất oke và tin tưởng ạ ❤️.	POS	4
22308	Shop phục vụ rất tốt Shop phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn.	POS	5
22309	Đầm đẹp , form và vải y hình.	POS	4
22310	Giày đi ko chắc chân,lỏng lẻo.	NEG	1
22311	Áo màu Đen rất đẹp còn áo màu xanh k được thích cho lắm Hjhj cảm ơn shop.	POS	5
22312	Đóng gói sản phẩm chắc chắn.	POS	5
22313	Mọi thứ hoàn hảo cho tới khi gặp ny và bị chia tay đúng ngày mang cái váy.	NEU	3
22314	Chất lượng tương xứng với giá 200k.	POS	5
22315	Thông thường mình mua 1 cặp gội xả, nhưng còn nghi ngờ nên ko dám đặt.	NEU	3
22316	Mà không dài như hình.	NEG	2
22317	Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn mỗi tội hơi rộng💕💕.	POS	4
